Commentaire,Séance,Module,Polarité,Attitude,Attente,Présentation,Contenu,Design,Général,Communication,Structure,Anxiété,Colère,Ennui,Joie,Mécontentement,Confusion,Utilité,Intrinsèque,Accomplissement,Cout,Satisfaction,Gratitude,Sentiment,Aspect,Niveau
mal organisé plusieurs idées mélangées,22/07/2020,ORGA,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,E,CO,1CS
un chapitre de ce cours contient au moyenne 90 SLIDES! j'arrive pas à comprendre comment ils nous attendent de tout saisir,23/07/2020,ORGA,N,NE,N,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,M,G,1CS
"communication mauvaise j'aime pas le déroulement des séances, le prof ennuyant et nul",24/07/2020,ORGA,N,H,NE,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,J,Pr,1CS
la manière avec laquelle ce cours est enseigné en ligne m'étonne et il n'attire jamais les étudiants si ça reste comme ça.,25/07/2020,ORGA,N,H,NE,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,J,C,1CS
C'est très clair et bien expliqué et présenté,26/07/2020,ORGA,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,S,1CS
Le contenu de cours est très important ,27/07/2020,ORGA,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,D,1CS
C'est bien structuré et logique,28/07/2020,ORGA,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CS
Le cours contient tout ce qu'il faut ni plus ni moins ,29/07/2020,ORGA,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CS
J'aime la méthode de dialogue entre enseignants et élèves pendant le cours ça rend la séance active,30/07/2020,ORGA,P,A,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,J,Pr,1CS
C'est incroyable la quantité des connaissances que j'ai acquises à partir de ce cours,31/07/2020,ORGA,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,J,C,1CS
j'aime bien la manière dont le profs explique et présente son cours ,01/08/2020,BDD,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,S,1CS
le contenu de ce cours est très important,02/08/2020,BDD,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,D,1CS
Le cours est bien structuré avec un ordre chronologique très logique,03/08/2020,BDD,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CS
la présentation de cours ne possède que les idées essentiels j'aime ça,04/08/2020,BDD,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,A,G,1CS
Très bonne communication entre le prof et les étudiants durant la présentation de cours et aussi vers la fin,05/08/2020,BDD,P,NE,NE,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,J,Pr,1CS
"on se trouve perturbés et stressés même si on acquis des informations ,elle ne peut pas être sauvegardé pour une longue période.",06/08/2020,BDD,N,NE,NE,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,J,C,1CS
Bien présenté j'aime cette méthode,07/08/2020,TICO,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,S,1CS
Bon contenu rien à dire,08/08/2020,TICO,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CS
Très bien structuré,09/08/2020,TICO,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CS
Beaucoup de texte à mon avis,10/08/2020,TICO,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Pr,1CS
Bonne communication entre le prof et les étudiants j'aime trop les séances de ce cours,11/08/2020,TICO,P,NE,NE,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,M,G,1CS
Je trouve qu'on s'attarde la ou il faut et on avance quand il faut j'aime la méthode de la profs,12/08/2020,TICO,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,S,1CS
J'aimerai qu'on fasse plus d'exemples pratiques ,13/08/2020,TICO,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,D,1CS
Assez bien organisé,14/08/2020,TICO,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CS
Manque d'animation il faut l'améliorer à mon avis,15/08/2020,TICO,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,G,1CS
" J'adore le prof, Il enseigne avec des exemples réels",16/08/2020,TICO,P,A,NE,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,J,Pr,1CS
"Ca va généralement comme module, j'aime bien la méthode en ligne on passe un agréable temps quand même",17/08/2020,TICO,P,NE,NE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,C,1CS
"J'aime bien la présentation du cours , c'est des points bien précis et organisés",18/08/2020,TICO,P,NE,NE,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,J,S,1CS
le contenu du cours est très important et on traite plein d'exemples sur les notions abordées,19/08/2020,TICO,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,D,1CS
Le cours du TICO est très bien structuré ,20/08/2020,TICO,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CS
"Le contenu contient autant du texte que d'images nécessaires , selon chaque notion , si le point nécessite des schémas et des images pour permettre une meilleure compréhension donc les schémas sont la , et si ça nécessite du texte on trouve des paragraphes",21/08/2020,TICO,P,NE,NE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CS
le cours du TICO assure une très bonne communication entre nous pendant toute la séance j'apprécie ce prof,22/08/2020,TICO,P,A,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,J,Pr,1CS
C'est vrai qu'on reçoit trop de notions pendant le cours mais on essaye toujours de comprendre bien ces notions et les rendre plus facile à mémoriser ,23/08/2020,TICO,P,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,C,1CS
La prof EST MAGNIFIQUE,24/08/2020,SYC1,P,A,NE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,J,S,1CS
Je trouve le contenu bien. ,25/08/2020,SYC1,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CS
"Cours bien structuré, ce qui nous permet de bien suivre. ",26/08/2020,SYC1,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CS
"Slides trop simples, pas très agréables à voir. ",27/08/2020,SYC1,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,G,1CS
Prof très attentionnée <3 !!! j'aime bien la façon dont elle communique avec nous,28/08/2020,SYC1,P,A,NE,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,J,Pr,1CS
parmi les  cours en ligne que j'aime bien assister   ,29/08/2020,SYC1,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,M,C,1CS
j'aime bien la présentation du profs   ,30/08/2020,IPLS,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,S,1CS
contenu minimisé par rapport à ce qu'on fait en présentiel à cause de réduction la duré de la séance,31/08/2020,IPLS,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,D,1CS
"Oui bien organisé, y a le cours détaillé, des fois les slides et enfin des qcm de compréhension et des exercice ",01/09/2020,IPLS,P,NE,NE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,A,CO,1CS
Design simple j'aime pas vraiment  ,02/09/2020,IPLS,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,G,1CS
Avec les problèmes de micro et de connexion on arrive pas à bien communiquer entre nous et c'est stressant  ,03/09/2020,IPLS,N,NE,NE,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,J,Pr,1CS
J'arrive à comprendre et apprécier ce qui est appris à nous mais si on avait plus de temps pour évoquer plus de notions et travailler ensemble et réfléchir ensemble ,04/09/2020,IPLS,N,NE,NE,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,J,C,1CS
L'enseignant maîtrise le sujet et présente son cours d'une manière adéquate.,05/09/2020,IPLS,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,S,1CS
contenu important et utile,06/09/2020,IPLS,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,D,1CS
L'enchaînement des notions est dans un ordre cohérent.,07/09/2020,IPLS,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CS
La présentation est visuellement légère et permettant d'assimiler les notions rapidement.,08/09/2020,IPLS,P,NE,NE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CS
"L'enseignant répond aux questions à tout moment, qu'elles soient posées par oral ou par écrit j'aime bien",09/09/2020,IPLS,P,A,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,J,Pr,1CS
Les cours de ce module sont très faciles à assimiler en ligne pour ma part surtout avec la méthode du profs j'aime bien,10/09/2020,IPLS,P,A,P,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,C,1CS
"Je ressens que l'enseignante est motivée lorsqu'elle présente son cours, ce qui lui accorde un intérêt supplémentaire.",11/09/2020,IHM,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,S,1CS
"Le contenu du cours est très intéressant, surtout les notions mêlant les neurosciences.",12/09/2020,IHM,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,D,1CS
Le cours est plutôt bien structuré.,13/09/2020,IHM,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CS
"Le cours est assez simple à retenir lorsqu'on le lit. Pour un module qui nous enseigne les bonnes pratiques d'exposition visuelle, il serait difficile que la présentation du cours soit mauvaise en elle-même donc je trouve le design simple et beau",14/09/2020,IHM,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CS
L'enseignante est toujours à l'écoute des étudiants lors des séances de cours en ligne je l'adore,15/09/2020,IHM,P,A,NE,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,J,Pr,1CS
Je pense que ce cours en ligne est largement bien fait.,16/09/2020,IHM,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,C,1CS
J'aime bien la présentation de ce cours,17/09/2020,IHM,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,M,S,1CS
Le contenu de ce cours est très important,18/09/2020,IHM,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,M,D,1CS
Cours mal organisé j'aime pas vraiment,19/09/2020,IHM,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,A,CO,1CS
Le cours contient beaucoup de texte,20/09/2020,IHM,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,G,1CS
Je n'aime pas la méthode de laisser les questions à la fin de la séance je me perds ,21/09/2020,IHM,N,NE,N,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,M,Pr,1CS
Je n'arrive pas à comprendre je sais pas si le module qui est difficile ou la méthode du profs qui n'est pas efficace,22/09/2020,IHM,N,NE,N,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,M,C,1CS
La présentation du cours me donne l'envie de dormir surtout que le profs parle trop et d'une façon lente  ,23/09/2020,SIC,N,H,NE,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,J,S,1CS
Le contenu n'est pas pertinent il contient seulement des définitions vagues.,24/09/2020,SIC,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,D,1CS
La structure du cours est évidente et prévisible.,25/09/2020,SIC,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,CO,1CS
Le cours n'est pas attirant sans aucune illustration et avec uniquement du texte brut.,26/09/2020,SIC,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,G,1CS
"Aucune communication avec l'enseignant, il parle seul et il cherche même pas à comprendre si on a bien compris , si on est à l'aise mais vraiment grave il s'en fout de nous et je l'aime pas ",27/09/2020,SIC,N,H,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,M,G,1CS
Cours médiocre et un prof qui s'en fout de tout c'est énervant,28/09/2020,SIC,N,H,NE,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,J,C,1CS
on a presque pas eu de cours,29/09/2020,SIC,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,S,1CS
Des notions intéressantes ,30/09/2020,SIC,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,E,D,1CS
très mal structuré j'aime pas trop,01/10/2020,SIC,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,E,CO,1CS
trop de texte ça rend la présentation ennuyante ,02/10/2020,SIC,N,NE,NE,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,A,G,1CS
"Presque pas de communication chacun à sa place ennuyé , il y a que le prof qui dit n'importe quoi j'aime pas du tout sa méthode",03/10/2020,SIC,N,H,NE,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,J,Pr,1CS
"je ne saurai d'où commencer pour comprendre, durant la séance je me perds trop à cause de prof qui mélange tout et ça me stresse vraiment ",04/10/2020,SIC,N,H,N,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,J,C,1CS
"Ce cours est merveilleusement présenté, j'aime bien la façon de parler du prof",05/10/2020,AQUA,P,A,NE,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,J,S,1CS
"Ce cours aborde énormément de notions qui nous seront très utiles par la suite, sans trop rentrer dans les détails. Il nous donne une vue élargie dans tout le domaine.",06/10/2020,AQUA,P,NE,P,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,D,1CS
"Le cours est très bien structuré, je ne me prends pas trop la tête pour lier les notions entre elles.",07/10/2020,AQUA,P,NE,NE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CS
"Les slides de la présentation sont modestes et simplistes, me permettant d'assimiler rapidement les notions.",08/10/2020,AQUA,P,NE,NE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CS
L'enseignant fait tous les efforts pour communiquer avec ses étudiants lors de ses séances je l'adore,09/10/2020,AQUA,P,A,NE,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,J,Pr,1CS
ce cours en ligne est très bien fait j'apprécie bien la méthode de l'enseignant,10/10/2020,AQUA,P,A,NE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,C,1CS
Les présentations sont assez soignées.,11/10/2020,PGI,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,S,1CS
Le contenu du cours est assez pertinent bien qu'on pourrait se contenter que du nécessaire sans trop nous étaler dessus.,12/10/2020,PGI,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CS
Le cours est plutôt bien structuré.,13/10/2020,PGI,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,C,CO,1CS
"Les présentations sont bourrées de texte du début à la fin, sans aucune illustration j'aime pas vraiment",14/10/2020,PGI,N,NE,NE,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,G,1CS
"Le dialogue entre l'enseignante et ses étudiants se fait uniquement en activant le microphone, beaucoup de questions dans le tchat restent sans réponse et ça m'énervent.",15/10/2020,PGI,N,NE,NE,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,J,Pr,1CS
J'estime que le méthode en ligne de ce cours est acceptable.,16/10/2020,PGI,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,C,1CS
"Ce cours est très bien exposé, l'enseignant maîtrise d'ailleurs sa présentation j'aime bien",17/10/2020,BDA,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,S,1CS
"Le contenu est très intéressant, il est la base de plusieurs autres modules et domaines d'intérêt.",18/10/2020,BDA,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,D,1CS
La structure du cours est cohérente et logique.,19/10/2020,BDA,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CS
La présentation est attractive et animée par l'enseignant.,20/10/2020,BDA,P,A,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CS
L'enseignant communique en temps réel avec ses étudiants j'adore.,21/10/2020,BDA,P,A,NE,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,J,Pr,1CS
le cours est très intéressant,22/10/2020,BDA,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,C,1CS
Le cours est bien présenté ,23/10/2020,OPT,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,S,1CS
Le contenu du cours est très important,24/10/2020,OPT,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,D,1CS
Le cours est bien structuré dans un ordre logique,25/10/2020,OPT,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CS
Les slides du cours sont Bien faits ,26/10/2020,OPT,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,Pr,1CS
Très bonne communication entre nous tous j'aime bien ça rend le cours dynamique ,27/10/2020,OPT,P,A,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,J,C,1CS
Le cours est très bien présenté et expliqué,28/10/2020,TDM2,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,S,1CS
Les notions présentées dans le cours sont très intéressantes,29/10/2020,TDM2,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,D,1CS
Le façon dont le cours a été structuré ne m'a pas beaucoup plu,30/10/2020,TDM2,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,M,CO,1CS
Chaque partie est accompagnée de figures et d'exemples permettant de mieux comprendre,31/10/2020,TDM2,P,NE,NE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CS
"Je n'ai pas aimé la méthode de communication, à cause du temps limité de la séance",01/11/2020,TDM2,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,M,Pr,1CS
Ce cours permet d'acquérir et de comprendre de nouvelles notions très importantes surtout pour notre formation surtout avec ce prof attentionné ,02/11/2020,TDM2,P,A,NE,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,M,C,1CS
La manière dont le cours a été présenté n'est pas du tout attractive j'aime pas trop,03/11/2020,ALOG,N,NE,NE,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,S,1CS
Un manque considérable d'exemples et d'applications concrètes de ce qui est présenté,04/11/2020,ALOG,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,D,1CS
Le cours est mal organisé et très chargé,05/11/2020,ALOG,N,NE,NE,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,A,CO,1CS
"Le cours est plutôt bien fait du côté design, les couleurs sont bien choisies et la police est pas assez mal",06/11/2020,ALOG,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,G,1CS
Un manque flagrant de communication entre l'enseignant et l'étudiant.Les questions sont souvent ignorées car l'enseignant ne prête pas attention au chat son but et de terminer ce qui était prévu pour la séance et c'est tout ça rend le cours stressant,07/11/2020,ALOG,N,NE,NE,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,M,Pr,1CS
Ce cours n'a rien apporté de nouveau,08/11/2020,ALOG,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,C,1CS
Le professeur s'attarde sur les détails ce qui fait oublier l'objectif du cour. Les slides sont presque vide donc on ne pourra pas réviser plus tard ,09/11/2020,COMPIL,N,NE,NE,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,S,1CS
Le contenu est important ,10/11/2020,COMPIL,N,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,M,D,1CS
pas bien présenté ça aurait été mieux de faire plus d'exemple et éclaircir l'objectif du module,11/11/2020,COMPIL,P,NE,NE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,CO,1CS
Des cours pas bien organisés,12/11/2020,COMPIL,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,A,G,1CS
Le cours contient peu de texte et presque que des schémas ,13/11/2020,COMPIL,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Pr,1CS
"Mauvaise communication avec les étudiants, j'aime pas vraiment la méthode du prof des fois ça me donne envie de le tuer tellement il m'énerve",14/11/2020,COMPIL,N,H,NE,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,J,C,1CS
Je n'est pas bien compris ce qu'on a fait et où on en est je suis tout le temps perdu  ,15/11/2020,COMPIL,N,NE,N,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,J,D,1CS
La présentation du cours est assez bien et claire ,16/11/2020,ML,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,D,1CS
Le contenu du cours est assez important mais ça aurait été mieux si on faisait plus de tp et qu'on les corrigeait pour en comprendre mieux,17/11/2020,ML,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,M,CO,1CS
Le cours est bien structuré et organisé ,18/11/2020,ML,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CS
Un bon design avec un équilibre entre les schémas tableaux et textes ,19/11/2020,ML,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,Pr,1CS
Je n'aime pas le fait que les étudiants peuvent poser les questions qu'à la fin ce n'est pas une bonne méthode pour bien comprendre le cours,20/11/2020,ML,N,NE,NE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,J,C,1CS
Beaucoup de connaissances en un cours avec une prof agréable ,21/11/2020,ML,P,A,NE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,S,1CS
La présentation est bien et claire,22/11/2020,RDCR,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CS
Le contenu des cours est très importante et riche ,23/11/2020,RDCR,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,E,CO,1CS
Une bonne structuration ,24/11/2020,RDCR,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,G,1CS
Beaucoup de texte brut,25/11/2020,RDCR,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Pr,1CS
Il y a que le prof qui parle on s'ennuie vite ,26/11/2020,RDCR,N,NE,NE,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,J,C,1CS
J'ai bien suivi au début mais j'ai perdu le fils plus tard ,27/11/2020,RDCR,N,NE,N,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,J,S,1CS
La présentation du cours est magnifique,28/11/2020,PDC,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CS
Le cours est très important et riche en terme d'exemples ,29/11/2020,PDC,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,CO,1CS
Plutôt je dirais très structuré ,30/11/2020,PDC,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,G,1CS
"Y a des slides avec beaucoup de texte, j'aimerais bien voir des schéma c'est mieux pour comprendre ",01/12/2020,PDC,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Pr,1CS
Très bonne communication en cours  j'aime bien le comportement de l'enseignante avec nous,02/12/2020,PDC,P,A,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,J,C,1CS
Le module est trop chargé j'arrive pas à tout assimiler en ligne ,03/12/2020,PDC,N,NE,N,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,J,S,1CS
Cours bien présenté rien à dire,04/12/2020,QLOG,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CS
Contenu académique  certainement important,05/12/2020,QLOG,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,M,CO,1CS
Cours structuré,06/12/2020,QLOG,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,G,1CS
J'aime pas le design des slides,07/12/2020,QLOG,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,J,Pr,1CS
J'aime pas la méthode de dialogue utilisé en TD ,08/12/2020,QLOG,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,J,C,1CS
C'est trop chargé,09/12/2020,QLOG,N,NE,NE,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,1CS
La présentation du cours est assez bien faite,10/12/2020,QLOG,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CS
Le cours comporte beaucoup d'exemples et cela permet de mieux comprendre ,11/12/2020,QLOG,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CS
Le cours est très bien structuré et suit un ordre logique ,12/12/2020,QLOG,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CS
"Tout est modéré, pas assez d'images et trop de texte ",13/12/2020,QLOG,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Pr,1CS
Possibilité d'intervenir et de poser des questions à n'importe quel moment j'aime bien le prof,14/12/2020,QLOG,P,A,NE,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,J,C,1CS
Ce cours m'a assez plu ,15/12/2020,QLOG,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,C,CO,1CS
