Commentaire,Séance,Module,Polarité,Attitude,Attente,Présentation,Contenu,Design,Général,Communication,Structure,Anxiété,Colère,Ennui,Joie,Mécontentement,Confusion,Utilité,Intrinsèque,Accomplissement,Cout,Satisfaction,Gratitude,Sentiment,Aspect,Niveau
cours pas  structuré certains informations du cours sont redondantes.,"Apr 01, 2017",Esi,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,J,D,1CP
"beaucoup de texte, et peu d'images","Apr 01, 2017",Esi,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,CO,1CP
la communication est mal en ligne chacun de son côté ennuyé et le prof qui n'arrête pas de lire les slides jusqu'à la fin de la séance il s'en fout carrément,"Apr 01, 2017",Esi,N,H,NE,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,M,G,1CP
"Le module ne doit pas être obligatoire de la spécialité SIT, un ingénieur en SI n'est pas obligé d'apprendre ce module! ","Apr 01, 2017",Esi,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Pr,1CP
Le prof présente le TD comme s'il était un cours je m'ennuie vraiment,"Apr 01, 2017",Esi,N,NE,NE,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,M,C,1CP
Contenu de TD bien détaillé et compréhensible.,"Apr 01, 2017",Esi,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,S,1CP
TD bien organisé ,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CP
design simple ça me dérange pas,"Apr 01, 2017",Esi,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"la séance de TD passe presque sans contribution des étudiants, comme un enregistrement, au point que la diffusion se coupe et le prof quitte la réunion mais il continue à expliquer pendant des dizaines de minutes sans rien remarquer, c'est un signe d'absence d'animation de TD.","Apr 01, 2017",Esi,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,A,G,1CP
ce td en ligne est très mal passé ,"Apr 01, 2017",Esi,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Pr,1CP
Je trouve que la présentation du cours est bien faite,"Apr 01, 2017",Esi,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,C,C,1CP
Le cours contient beaucoup d'informations peu importante,"Apr 01, 2017",Esi,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,J,S,1CP
Le cours est bien organisé,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CP
Le cours contient trop de couleurs ,"Apr 01, 2017",Esi,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,CO,1CP
Bonne méthode de communication,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,M,G,1CP
"Je n'arrive pas à assimiler les notions de cours car il contient beaucoup trop d'information, je me sens stressé","Apr 01, 2017",Esi,N,NE,N,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,J,Pr,1CP
Je n'aime pas la méthode de travail ,"Apr 01, 2017",Esi,N,NE,NE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,C,1CP
c'est énervant car le prof apprend les solutions par cœur et nous les présente directement sans explications,"Apr 01, 2017",Esi,N,H,NE,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,J,S,1CP
L'ordre des exercices des tds a été respecté,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,1CP
Trop de texte avec un font illisible,"Apr 01, 2017",Esi,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
Le prof nous demande de participer en ligne alors qu'on n'a toujours rien compris,"Apr 01, 2017",Esi,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,NE,G,1CP
Je n'ai rien appris de ce cour,"Apr 01, 2017",Esi,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,Pr,1CP
"la présentation du cours a été bien faite on sent que le professeur du module fait un maximum d'efforts pour que ca soit le plus interactif possible, j'aime bien ","Apr 01, 2017",Esi,P,A,NE,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,C,C,1CP
j'aurais bien aimé que les exemples soient plus nombreux ,"Apr 01, 2017",Esi,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,1CP
"les cours abordés en ligne dans ce module sont bien structurés c.-à-d. : définitions ,théorèmes  et exemples ce qui permet de bien suivre le cours et acquérir les informations dans l'ordre ","Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,1CP
"le cours ne contient pas d'animation , mais vu que c'est un module mathématique je pense que le design minimaliste est le plus adéquat ","Apr 01, 2017",Esi,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
je préfère la méthode de dialogue directe avec l'enseignant mais je suppose que notre enseignant de cours répond en temps réel aux questions mise dans le chat donc ca devrait suffire ,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CP
beaucoup de connaissance à acquérir en une semaine mais cela est dû à la rentrée scolaire tardive en vue de la situation actuelle ,"Apr 01, 2017",Esi,NE,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,Pr,1CP
"J'ai apprécié l'interaction qu'il y'a entre nous et le professeur, c'est un bon professeur","Apr 01, 2017",Esi,P,A,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,J,C,1CP
Il y'a trop d'erreurs de frappes dans les slides et qui dérangent et énervant énormément surtout quand c'est des erreurs dans les définitions,"Apr 01, 2017",Esi,N,NE,NE,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,J,S,1CP
Le cours est bien organisé,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,1CP
"Les slides sont bien organisés, pas trop de texte et riches en exemple","Apr 01, 2017",Esi,P,NE,NE,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,CO,1CP
Très bonne interaction entre l'étudiant et le professeur,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CP
J'ai assimilé la majorité des points traités en cours,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,Pr,1CP
"le prof arrive bien à transmettre son message, à nous poser des questions pertinentes qui nous aide beaucoup à comprendre et enrichir notre culture, c'est parmi les meilleurs profs","Apr 01, 2017",Esi,P,A,NE,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,J,C,1CP
Le contenu de son cours est très riche et simple à comprendre,"Apr 01, 2017",Esi,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,S,1CP
"Son cours est bien structuré, il arrive bien à diviser les sections ce qui nous aide à arriver à ce qu'on a besoin très rapidement","Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CP
Son cours est riche en couleurs et photos ce qui rend l'apprentissage amusant,"Apr 01, 2017",Esi,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
Il nous exige d'utiliser le micro au lieu du texte qui est pas toujours possible,"Apr 01, 2017",Esi,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,J,G,1CP
C'est vraiment incroyable la quantité d'informations que j'apprends à la fin de son cours,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,Pr,1CP
Il arrive bien à nous expliquer les différents algorithme par des schémas simple,"Apr 01, 2017",Esi,P,NE,NE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,C,1CP
Son cours est très riche en contenu,"Apr 01, 2017",Esi,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,M,S,1CP
Son cours est mal organisé ce qui nous rend la révision un peu  difficile,"Apr 01, 2017",Esi,N,NE,N,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,J,D,1CP
"Son cours est très pauvre en matière de design, l'écriture utilisée n'est pas adéquate, absence de couleur et d'images","Apr 01, 2017",Esi,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,CO,1CP
Il nous donne la liberté de communication,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,M,G,1CP
Son cours reste très riche en général et très important,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,Pr,1CP
Je ne suis pas trop fan de la méthode de travail,"Apr 01, 2017",Esi,N,NE,NE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,C,1CP
"Le prof perd trop de temps à réécrire les questions et les réponses sur Scientific Word, il ne prend pas le temps de préparer les exercices, on perd énormément de temps à le voir entrain de galérer à résoudre une question il est nul","Apr 01, 2017",Esi,N,H,NE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,M,S,1CP
On ne traite que peu d'exercices à cause du temps perdu ,"Apr 01, 2017",Esi,N,NE,NE,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,M,D,1CP
J'aime bien quand on travaille avec le Scientific Word,"Apr 01, 2017",Esi,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,CO,1CP
"Il n'y avait pas d'interactions avec le professeur, puis d'une façon soudaine il a commencé à choisir des gens au hasard et les obliger à ouvrir leur microtel une dictature, sans respect de l'intimité des gens c'est vraiment agaçant","Apr 01, 2017",Esi,N,H,NE,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,J,G,1CP
"Le prof retient les solutions en tête et les réécrire sans nous apprendre comment penser et comment aborder les exercices du td, c'est un mauvais prof","Apr 01, 2017",Esi,N,H,NE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,Pr,1CP
J'aime bien la façon dont la prof présente son cours,"Apr 01, 2017",Esi,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,C,1CP
Le contenu est très important,"Apr 01, 2017",Esi,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,F,S,1CP
Manque d'organisation de sections et de grand titres,"Apr 01, 2017",Esi,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,M,D,1CP
"Manque de couleurs, contient beaucoup de texte","Apr 01, 2017",Esi,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
Une liberté de choisir la façon de se communiquer,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CP
Ça reste un cours très riche et très important,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,F,Pr,1CP
"Le professeur vas trop vite, j'ai du mal à assimiler tout ce qu'elle dit ","Apr 01, 2017",Esi,N,NE,N,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,J,C,1CP
"Le contenu est plutôt intéressant, parfois je revois des notions que je connais déjà mais ce n'est pas très grave, ça reste enrichissant.","Apr 01, 2017",Esi,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,S,1CP
"Le professeur switch très rapidement entre la lecture du cours et l'application, que j'arrive pas à suivre proprement dit, je me sens perdu","Apr 01, 2017",Esi,N,NE,N,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,J,D,1CP
Le cours contient énormément  de texte ,"Apr 01, 2017",Esi,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,CO,1CP
Le professeur répond directement au questions,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,A,G,1CP
J'ai l'impression que c'est important ,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,E,Pr,1CP
"Même en présentiel je n'arrive pas à suivre, je trouve l'explication du professeur pas très bien organisé, et parfois ça tourne autour du pot que je me perd dans les explications. ","Apr 01, 2017",Esi,N,H,N,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,M,C,1CP
C'est un module intéressant je dois dire ,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,M,S,1CP
Les slides sont bien structurés,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,1CP
Le  cours est assez aérer ,"Apr 01, 2017",Esi,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,E,CO,1CP
"Le professeur juge parfois les questions comme étant stupide et derrière il nous dit de poser toutes les questions qui nous passe par la tête, c'est très frustrant, le prof a un complexe  d'infériorité","Apr 01, 2017",Esi,N,H,NE,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,M,G,1CP
"J'ai l'impression que le plus important pour le prof est d'avancer dans le programme sans s'assurer de la bonne compréhension des étudiants , dans ce module en particulier je n'arrive pas toujours à tout bien assimiler du premier coup je me sens tout le temps stressé, je dois toujours comprendre le cours d'autre source comme sur YouTube ","Apr 01, 2017",Esi,N,H,N,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,J,Pr,1CP
"les études en ligne dans le modules d'électricité c'était très ennuyeux et mal former, le prof ne sais pas gérer le court en ligne","Apr 01, 2017",Esi,N,H,NE,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,J,C,1CP
ça sera mieux si le prof laisse la parole au étudiants plus qu'il parle ,"Apr 01, 2017",Esi,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,1CP
Cours mal organisé,"Apr 01, 2017",Esi,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,J,D,1CP
le cour a un beau design très organisé,"Apr 01, 2017",Esi,P,NE,NE,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"ça seras mieux si prof laisse la parole au étudiante plus qu'il parle lui même, c'est très ennuyant, on dirait c'est la seule personne qu'elle possède le droit de parler","Apr 01, 2017",Esi,N,H,NE,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,NE,G,1CP
"on a compris des choses quand savait même pas dans les derniers jours, c'est pas du tout organisé","Apr 01, 2017",Esi,N,NE,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,M,Pr,1CP
"Les slides sont très explicites Et le professeur explique plutôt bien, j'aime bien ","Apr 01, 2017",Esi,P,A,NE,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,M,C,1CP
Le contenu est très intéressant ,"Apr 01, 2017",Esi,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,M,S,1CP
Il est bien structuré ,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CP
C'est vrai qu'il y'a parfois beaucoup de texte mais dans l'ensemble c'est plutôt agréable à voir ,"Apr 01, 2017",Esi,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,C,CO,1CP
Le professeur est plutôt proche des étudiants et prend en considération toutes les questions généralement ,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,M,G,1CP
"Il faut toujours revoir le cours de son côté car il contient beaucoup d'informations, il faut aussi énormément de pratique , c'est une question de gestion du temps mais que je ne maîtrise pas pour l'instant ","Apr 01, 2017",Esi,NE,NE,NE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,Pr,1CP
Cours très mal présenté,"Apr 01, 2017",Esi,N,NE,NE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,C,1CP
"Beaucoup de slides peuvent être rétrécis, aucune interaction avec l'étudiant","Apr 01, 2017",Esi,N,NE,NE,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,1CP
"La numérotation des chapitres est différente d'un prof à l'autre, c'est du n'importe quoi de la part des profs","Apr 01, 2017",Esi,N,H,NE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,M,D,1CP
Le slides est extrêmement chargé en texte avec un fond noir gras illisible,"Apr 01, 2017",Esi,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
J'aurais préféré qu'il y ait une interaction avec l'étudiant au lieu de lire les slides un par un car c'est devenu insupportable,"Apr 01, 2017",Esi,N,NE,NE,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,J,G,1CP
De toute la promo il n'y en a pas un qui a assimilé un cours de ce module,"Apr 01, 2017",Esi,N,NE,NE,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,J,Pr,1CP
Présentation simplifiée et progressive à un rythme très acceptable,"Apr 01, 2017",Esi,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,G,1CP
Un cours riche en exemples simples et intéressants utilisés dans le domaine technique ,"Apr 01, 2017",Esi,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,J,S,1CP
Cours bien structuré avec progression séquentielle,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,1CP
Il y a peu de couleurs  et d'images ,"Apr 01, 2017",Esi,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
bonne communication entre le prof et les étudiants,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,J,G,1CP
beaucoup de connaissances utiles dans ce cours,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,M,Pr,1CP
"J'apprécie beaucoup et infiniment les efforts de l'enseignante en écrivant tout le cours, en inclure les symboles mathématiques et tout.. sur Scientific Workplace. Elle a fait tout effort possible pour présenter la leçon de la meilleure façon possible","Apr 01, 2017",Esi,P,A,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,NE,C,1CP
Ce qui est présenté dans le cours est très cohérent avec le TD et les exos de devoirs ou examens.,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,S,1CP
Les cours  sont bien organisés et clairs,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,E,D,1CP
"Compréhensible et suffisant, ça reste MATHÉMATIQUE et pas un beau art.","Apr 01, 2017",Esi,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
"La communication est bonne, les étudiants sont obligés à participer au déroulement de cours la prof est excellente.","Apr 01, 2017",Esi,P,A,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,A,G,1CP
"Je suis très satisfait des efforts faits par l'enseignante, et surtout avec les questionnaires qu'elle envoie parfois, ils nous obligent à être toujours Intégrés avec le cours et ne pas les laisser au derniers jours.","Apr 01, 2017",Esi,P,A,NE,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,M,Pr,1CP
La présentation du cours  n'était pas très intéressante et je la trouve inutile et on n'a pas eu le temps pour tout faire en td,"Apr 01, 2017",Esi,N,H,NE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,M,C,1CP
On aurait aimé avoir plus d'exemples et plus d'exos,"Apr 01, 2017",Esi,NE,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,Pr,1CP
Oui le cours était bien structuré d'une façon ou d'une autre,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,1CP
Un PowerPoint sans couleur sans rien du tout. Ils pourraient faire un effort au moins pour ça car c'est ennuyant ,"Apr 01, 2017",Esi,N,H,NE,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,C,CO,1CP
Le prof était sympathique,"Apr 01, 2017",Esi,P,A,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NE,G,1CP
Je n'arrive pas à faire des exercices moi même sans aide je comprends pas bien durant le cours ça me stresse,"Apr 01, 2017",Esi,N,NE,N,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,J,Pr,1CP
 présentation pas suffisamment clair. outils (digital whiteboard par ex) non-exploité et il y'a parfois des coupures de diffusion. Très rapide (Programme assez volumineux que le volume horaire donné pour l'EAD) ,"Apr 01, 2017",Esi,N,NE,NE,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,M,C,1CP
"Un peu loin de ce que nous avons besoin, des détails pas nécessaires.","Apr 01, 2017",Esi,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,1CP
"On perd beaucoup de temps sur des notions qui ne sont pas assez importants, et le contraire.","Apr 01, 2017",Esi,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,M,D,1CP
J'aime le découpage des parties de cours et les diapos.,"Apr 01, 2017",Esi,P,NE,NE,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,M,CO,1CP
"communication pas toujours productive, les étudiants posent les mêmes questions mais par différentes manières, cela veut dire qu'il ne profite pas de ce que ses collègues posent, peut être ils n'écoutent pas bien, ou il y a rien à écouter!  c'est énervant","Apr 01, 2017",Esi,N,NE,NE,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,A,G,1CP
Tout pourrait être mieux pour un module assez intéressant et aussi important.,"Apr 01, 2017",Esi,NE,NE,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,M,Pr,1CP
J'ai aimé la présentation du cours,"Apr 01, 2017",Esi,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,M,C,1CP
Le contenu des cours était très important donc il fallait donner plus de détails pour mieux comprendre,"Apr 01, 2017",Esi,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,M,G,1CP
Les cours étaient bien structurés,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CP
Il lui manque des exemples dans certains notions,"Apr 01, 2017",Esi,N,NE,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,E,CO,1CP
Les enseignants n'avaient pas suffisamment de temps pour répondre à toutes les questions dommage,"Apr 01, 2017",Esi,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,J,Pr,1CP
J'avais du mal à comprendre certaines notions ça m'angoisse,"Apr 01, 2017",Esi,N,NE,N,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,J,C,1CP
J'aime pas  la façon de présenter et expliquer ce cours,"Apr 01, 2017",Esi,N,H,NE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,S,1CP
j'ai pas aimé le contenu aussi,"Apr 01, 2017",Esi,N,H,NE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,D,1CP
j'arrive pas à comprendre le but de ce cours ou bien je dirait il a pas de but,"Apr 01, 2017",Esi,N,H,N,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,CO,1CP
un cour avec un design qui est très classique,"Apr 01, 2017",Esi,N,NE,NE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,J,G,1CP
communication ennuyante avec le prof,"Apr 01, 2017",Esi,N,H,NE,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,J,Pr,1CP
La présentation est acceptable et compréhensible.,"Apr 01, 2017",Esi,P,NE,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,C,1CP
Les notions abordées sont très importantes et nous apportent de nouvelles connaissances,"Apr 01, 2017",Esi,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,J,S,1CP
La structure est dans un bon ordre,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,J,D,1CP
Quelques slides du cours sont mal organisés,"Apr 01, 2017",Esi,N,NE,NE,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,J,CO,1CP
Il y a pas assez de communication entre le prof et ses étudiants,"Apr 01, 2017",Esi,N,NE,NE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,J,G,1CP
Ce cours et le prof sont bien aimés de la part des étudiants,"Apr 01, 2017",Esi,P,A,NE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,Pr,1CP
"J'ai beaucoup aimé la façon dont le cours se déroulent, et surtout les Tds car j'avais le prof  nous laissait la main pour animer la séance pour quelle soit dynamique et énergétique je l'adore","Apr 01, 2017",Esi,P,A,NE,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,J,C,1CP
Le cours est complet je trouve avec plein d'exemples illustratifs,"Apr 01, 2017",Esi,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,S,1CP
"Chaque cours a besoin du précédent, ce qui est bien","Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,M,D,1CP
"Les slides sont attirants et pas monotones, donc pas ennuyeux","Apr 01, 2017",Esi,P,NE,NE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,J,CO,1CP
Très bonne communication,"Apr 01, 2017",Esi,P,NE,NE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,M,G,1CP
 j'ai beaucoup aimé étudier en ligne le module Alsds et suivre avec notre gentil prof ,"Apr 01, 2017",Esi,P,A,NE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,Pr,1CP
Le TD était bénéfique en complément avec le cours. Le professeur a pris son temps pour bien expliquer les notions une à une. Elle a utilisé un outil visuel pour nous aider à visualiser tous les cas possible je l'aime bien,"Apr 01, 2017",Esi,P,A,NE,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,J,C,1CP
  il contient des notions importantes pour nos cursus.,"Apr 01, 2017",Esi,P,NE,NE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,J,S,1CP
